"School Year","School ID","School Name","Sub Group Category","Sub Group","Number of Students","Average Attendance Rate","Chronic Absence Rate"
"2023-2024",134,"Fulton PreK-5","Race","Native Hawaiian or other Pacific Islander","n<11","n<11","n<11"
"2023-2024",134,"Fulton PreK-5","Race","White","35","0.954745238482826","0.114285714285714"
"2023-2024",134,"Fulton PreK-5",,"Total","289","0.91545631465738","0.273356401384083"
"2023-2024",136,"Grandview PreK-5","Economically Disadvantaged","Econ. Disadv.","211","0.861356025928543","0.540284360189573"
"2023-2024",136,"Grandview PreK-5","Economically Disadvantaged","Not Econ. Disadv.","16","0.93993272465161","0.3125"
"2023-2024",136,"Grandview PreK-5","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",136,"Grandview PreK-5","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",136,"Grandview PreK-5","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",136,"Grandview PreK-5","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",136,"Grandview PreK-5","Gender","Female","104","0.875224071702945","0.480769230769231"
"2023-2024",136,"Grandview PreK-5","Gender","Male","123","0.858563012834","0.560975609756098"
"2023-2024",136,"Grandview PreK-5","Grade","Grade 01","40","0.837243642329779","0.65"
"2023-2024",136,"Grandview PreK-5","Grade","Grade 02","31","0.878657487091222","0.548387096774194"
"2023-2024",136,"Grandview PreK-5","Grade","Grade 03","41","0.883147113594041","0.414634146341463"
"2023-2024",136,"Grandview PreK-5","Grade","Grade 04","36","0.885482938114517","0.444444444444444"
"2023-2024",136,"Grandview PreK-5","Grade","Grade 05","31","0.870537634408602","0.548387096774194"
"2023-2024",136,"Grandview PreK-5","Grade","Grade K","48","0.851077812828602","0.541666666666667"
"2023-2024",136,"Grandview PreK-5","Has 504 Plan","No","227","0.866077616077616","0.524229074889868"
"2023-2024",136,"Grandview PreK-5","Homelessness Status","Experiencing Homelessness","24","0.850158182341099","0.833333333333333"
"2023-2024",136,"Grandview PreK-5","Homelessness Status","Not Experiencing Homelessness","203","0.867854277002086","0.487684729064039"
"2023-2024",136,"Grandview PreK-5","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",136,"Grandview PreK-5","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",136,"Grandview PreK-5","IEP Status","Not IEP or Gifted","157","0.86121996933038","0.547770700636943"
"2023-2024",136,"Grandview PreK-5","Race","African American","163","0.867663098363967","0.54601226993865"
"2023-2024",136,"Grandview PreK-5","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",136,"Grandview PreK-5","Race","Multi-Racial","34","0.860451761102603","0.5"
"2023-2024",136,"Grandview PreK-5","Race","White","n<11","n<11","n<11"
"2023-2024",136,"Grandview PreK-5",,"Total","227","0.866077616077616","0.524229074889868"
"2023-2024",137,"Greenfield PreK-8","Economically Disadvantaged","Econ. Disadv.","215","0.921875","0.241860465116279"
"2023-2024",137,"Greenfield PreK-8","Economically Disadvantaged","Not Econ. Disadv.","174","0.958930647036033","0.0632183908045977"
"2023-2024",137,"Greenfield PreK-8","ELL Status","ELL","94","0.945285956964892","0.138297872340426"
"2023-2024",137,"Greenfield PreK-8","ELL Status","Not in ELL","295","0.936234596165714","0.169491525423729"
"2023-2024",137,"Greenfield PreK-8","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",137,"Greenfield PreK-8","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",137,"Greenfield PreK-8","Gender","Female","159","0.937893823340754","0.188679245283019"
"2023-2024",137,"Greenfield PreK-8","Gender","Male","230","0.938450972104818","0.143478260869565"
"2023-2024",137,"Greenfield PreK-8","Grade","Grade 01","42","0.945827232796486","0.142857142857143"
"2023-2024",137,"Greenfield PreK-8","Grade","Grade 02","39","0.948609530004879","0.102564102564103"
"2023-2024",137,"Greenfield PreK-8","Grade","Grade 03","44","0.955402615278734","0.0909090909090909"
"2023-2024",137,"Greenfield PreK-8","Grade","Grade 04","44","0.940736713334239","0.159090909090909"
"2023-2024",137,"Greenfield PreK-8","Grade","Grade 05","46","0.956781310837119","0.0652173913043478"
"2023-2024",137,"Greenfield PreK-8","Grade","Grade 06","55","0.929739616957177","0.254545454545455"
"2023-2024",137,"Greenfield PreK-8","Grade","Grade 07","38","0.920080073914383","0.236842105263158"
"2023-2024",137,"Greenfield PreK-8","Grade","Grade 08","34","0.910661828235701","0.264705882352941"
"2023-2024",137,"Greenfield PreK-8","Grade","Grade K","47","0.93206739769992","0.148936170212766"
"2023-2024",137,"Greenfield PreK-8","Has 504 Plan","No","376","0.939044799176107","0.162234042553191"
"2023-2024",137,"Greenfield PreK-8","Has 504 Plan","Yes","13","0.915124153498871","0.153846153846154"
"2023-2024",137,"Greenfield PreK-8","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",137,"Greenfield PreK-8","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",137,"Greenfield PreK-8","IEP Status","Gifted","41","0.968650738848225","0.024390243902439"
"2023-2024",137,"Greenfield PreK-8","IEP Status","IEP","62","0.92056572701734","0.274193548387097"
"2023-2024",137,"Greenfield PreK-8","IEP Status","Not IEP or Gifted","286","0.937407842718239","0.157342657342657"
"2023-2024",137,"Greenfield PreK-8","Race","African American","56","0.91306831162897","0.267857142857143"
"2023-2024",137,"Greenfield PreK-8","Race","Asian (not Pacific Islander)","43","0.950547823511993","0.0697674418604651"
"2023-2024",137,"Greenfield PreK-8","Race","Hispanic","37","0.948098859315589","0.0810810810810811"
"2023-2024",137,"Greenfield PreK-8","Race","Multi-Racial","34","0.923262216104611","0.264705882352941"
"2023-2024",137,"Greenfield PreK-8","Race","White","219","0.942772439715186","0.150684931506849"
"2023-2024",137,"Greenfield PreK-8",,"Total","389","0.938221538557156","0.161953727506427"
"2023-2024",195,"King PreK-8","Economically Disadvantaged","Econ. Disadv.","380","0.861992998036034","0.486842105263158"
"2023-2024",195,"King PreK-8","Economically Disadvantaged","Not Econ. Disadv.","18","0.92258064516129","0.333333333333333"
"2023-2024",195,"King PreK-8","ELL Status","ELL","19","0.821841739935215","0.631578947368421"
"2023-2024",195,"King PreK-8","ELL Status","Not in ELL","379","0.865264462383174","0.472295514511873"
"2023-2024",195,"King PreK-8","Foster Care Status","In Foster Care","17","0.836103416435826","0.411764705882353"
"2023-2024",195,"King PreK-8","Foster Care Status","Not In Foster Care","381","0.864736461596723","0.482939632545932"
"2023-2024",195,"King PreK-8","Gender","Female","193","0.857488006074621","0.523316062176166"
"2023-2024",195,"King PreK-8","Gender","Male","205","0.869466551602902","0.439024390243902"
"2023-2024",195,"King PreK-8","Grade","Grade 01","46","0.854578643139641","0.565217391304348"
"2023-2024",195,"King PreK-8","Grade","Grade 02","50","0.886816269284712","0.38"
"2023-2024",195,"King PreK-8","Grade","Grade 03","42","0.88163929575381","0.404761904761905"
"2023-2024",195,"King PreK-8","Grade","Grade 04","n<11","n<11","n<11"
"2023-2024",195,"King PreK-8","Grade","Grade 05","46","0.918763176387913","0.391304347826087"
"2023-2024",195,"King PreK-8","Grade","Grade 06","42","0.821417612764652","0.642857142857143"
"2023-2024",195,"King PreK-8","Grade","Grade 07","42","0.887768918309012","0.452380952380952"
"2023-2024",195,"King PreK-8","Grade","Grade 08","47","0.803486529318542","0.531914893617021"
"2023-2024",195,"King PreK-8","Grade","Grade 09","n<11","n<11","n<11"
"2023-2024",195,"King PreK-8","Grade","Grade K","51","0.850380497871792","0.470588235294118"
"2023-2024",195,"King PreK-8","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",195,"King PreK-8","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",195,"King PreK-8","Homelessness Status","Experiencing Homelessness","24","0.792075323656336","0.666666666666667"
"2023-2024",195,"King PreK-8","Homelessness Status","Not Experiencing Homelessness","374","0.866871133752664","0.467914438502674"
"2023-2024",195,"King PreK-8","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",195,"King PreK-8","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",195,"King PreK-8","IEP Status","Not IEP or Gifted","292","0.873432513820846","0.479452054794521"
"2023-2024",195,"King PreK-8","Race","African American","350","0.869902694189775","0.46"
"2023-2024",195,"King PreK-8","Race","American Indian","n<11","n<11","n<11"
"2023-2024",195,"King PreK-8","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",195,"King PreK-8","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",195,"King PreK-8","Race","Multi-Racial","23","0.79852902547938","0.652173913043478"
"2023-2024",195,"King PreK-8","Race","White","15","0.849340866290019","0.533333333333333"
"2023-2024",195,"King PreK-8",,"Total","398","0.863707268503153","0.479899497487437"
"2023-2024",140,"Langley K-8","Economically Disadvantaged","Econ. Disadv.","516","0.870948927321601","0.523255813953488"
"2023-2024",140,"Langley K-8","Economically Disadvantaged","Not Econ. Disadv.","31","0.914785142024763","0.354838709677419"
"2023-2024",140,"Langley K-8","ELL Status","ELL","25","0.87970802919708","0.48"
"2023-2024",140,"Langley K-8","ELL Status","Not in ELL","522","0.872841306151178","0.515325670498084"
"2023-2024",140,"Langley K-8","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",140,"Langley K-8","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",140,"Langley K-8","Gender","Female","241","0.873588220530411","0.539419087136929"
"2023-2024",140,"Langley K-8","Gender","Male","306","0.872772025123069","0.493464052287582"
"2023-2024",140,"Langley K-8","Grade","Grade 01","77","0.874790619765494","0.571428571428571"
"2023-2024",140,"Langley K-8","Grade","Grade 02","64","0.88257959845873","0.453125"
"2023-2024",140,"Langley K-8","Grade","Grade 03","54","0.891786970763072","0.444444444444444"
"2023-2024",140,"Langley K-8","Grade","Grade 04","65","0.871526010383793","0.538461538461538"
"2023-2024",140,"Langley K-8","Grade","Grade 05","68","0.879475495210639","0.5"
"2023-2024",140,"Langley K-8","Grade","Grade 06","n<11","n<11","n<11"
"2023-2024",140,"Langley K-8","Grade","Grade 07","55","0.807867240319607","0.636363636363636"
"2023-2024",140,"Langley K-8","Grade","Grade 08","55","0.864924311036357","0.509090909090909"
"2023-2024",140,"Langley K-8","Grade","Grade 09","n<11","n<11","n<11"
"2023-2024",140,"Langley K-8","Grade","Grade K","60","0.861664841182913","0.566666666666667"
"2023-2024",140,"Langley K-8","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",140,"Langley K-8","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",140,"Langley K-8","Homelessness Status","Experiencing Homelessness","46","0.806861499364676","0.739130434782609"
"2023-2024",140,"Langley K-8","Homelessness Status","Not Experiencing Homelessness","501","0.878564629487163","0.493013972055888"
"2023-2024",140,"Langley K-8","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",140,"Langley K-8","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",140,"Langley K-8","IEP Status","Not IEP or Gifted","342","0.871949889987909","0.546783625730994"
"2023-2024",140,"Langley K-8","Race","African American","398","0.871969522050335","0.517587939698492"
"2023-2024",140,"Langley K-8","Race","American Indian","n<11","n<11","n<11"
"2023-2024",140,"Langley K-8","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",140,"Langley K-8","Race","Hispanic","14","0.85954785954786","0.571428571428571"
"2023-2024",140,"Langley K-8","Race","Multi-Racial","68","0.858008567547801","0.588235294117647"
"2023-2024",140,"Langley K-8","Race","Native Hawaiian or other Pacific Islander","n<11","n<11","n<11"
"2023-2024",140,"Langley K-8","Race","White","58","0.893315114568005","0.413793103448276"
"2023-2024",140,"Langley K-8",,"Total","547","0.873124706279297","0.513711151736746"
"2023-2024",147,"Liberty K-5","Economically Disadvantaged","Econ. Disadv.","190","0.918694198140705","0.310526315789474"
"2023-2024",147,"Liberty K-5","Economically Disadvantaged","Not Econ. Disadv.","54","0.948944577311012","0.111111111111111"
"2023-2024",147,"Liberty K-5","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",147,"Liberty K-5","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",147,"Liberty K-5","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",147,"Liberty K-5","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",147,"Liberty K-5","Gender","Female","125","0.924766183752063","0.224"
"2023-2024",147,"Liberty K-5","Gender","Male","119","0.926463378762624","0.310924369747899"
"2023-2024",147,"Liberty K-5","Grade","Grade 01","41","0.933001422475107","0.24390243902439"
"2023-2024",147,"Liberty K-5","Grade","Grade 02","25","0.933944522802069","0.2"
"2023-2024",147,"Liberty K-5","Grade","Grade 03","47","0.922052535125229","0.297872340425532"
"2023-2024",147,"Liberty K-5","Grade","Grade 04","45","0.928248222365869","0.266666666666667"
"2023-2024",147,"Liberty K-5","Grade","Grade 05","45","0.925514660012477","0.244444444444444"
"2023-2024",147,"Liberty K-5","Grade","Grade K","41","0.914318409383493","0.317073170731707"
"2023-2024",147,"Liberty K-5","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",147,"Liberty K-5","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",147,"Liberty K-5","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",147,"Liberty K-5","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",147,"Liberty K-5","IEP Status","Gifted","27","0.959053497942387","0.111111111111111"
"2023-2024",147,"Liberty K-5","IEP Status","IEP","67","0.906679177684893","0.283582089552239"
"2023-2024",147,"Liberty K-5","IEP Status","Not IEP or Gifted","150","0.927888555039607","0.286666666666667"
"2023-2024",147,"Liberty K-5","Race","African American","186","0.919775358453864","0.311827956989247"
"2023-2024",147,"Liberty K-5","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",147,"Liberty K-5","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",147,"Liberty K-5","Race","Multi-Racial","18","0.930246913580247","0.222222222222222"
"2023-2024",147,"Liberty K-5","Race","White","35","0.951428110375988","0.0285714285714286"
"2023-2024",147,"Liberty K-5",,"Total","244","0.925586353944563","0.266393442622951"
"2023-2024",148,"Lincoln PreK-5","Economically Disadvantaged","Econ. Disadv.","n<11","n<11","n<11"
"2023-2024",148,"Lincoln PreK-5","Economically Disadvantaged","Not Econ. Disadv.","n<11","n<11","n<11"
"2023-2024",148,"Lincoln PreK-5","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",148,"Lincoln PreK-5","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",148,"Lincoln PreK-5","Foster Care Status","Not In Foster Care","180","0.913939922220732","0.338888888888889"
"2023-2024",148,"Lincoln PreK-5","Gender","Female","98","0.908676642650409","0.346938775510204"
"2023-2024",148,"Lincoln PreK-5","Gender","Male","82","0.920229597468541","0.329268292682927"
"2023-2024",148,"Lincoln PreK-5","Grade","Grade 01","34","0.932037193575655","0.176470588235294"
"2023-2024",148,"Lincoln PreK-5","Grade","Grade 02","32","0.910221531286436","0.40625"
"2023-2024",148,"Lincoln PreK-5","Grade","Grade 03","25","0.932823593664664","0.24"
"2023-2024",148,"Lincoln PreK-5","Grade","Grade 04","22","0.909162509845104","0.272727272727273"
"2023-2024",148,"Lincoln PreK-5","Grade","Grade 05","36","0.92574589339591","0.333333333333333"
"2023-2024",148,"Lincoln PreK-5","Grade","Grade K","31","0.874671669793621","0.580645161290323"
"2023-2024",148,"Lincoln PreK-5","Has 504 Plan","No","180","0.913939922220732","0.338888888888889"
"2023-2024",148,"Lincoln PreK-5","Homelessness Status","Experiencing Homelessness","12","0.827855153203343","0.833333333333333"
"2023-2024",148,"Lincoln PreK-5","Homelessness Status","Not Experiencing Homelessness","168","0.919452074340955","0.303571428571429"
"2023-2024",148,"Lincoln PreK-5","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",148,"Lincoln PreK-5","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",148,"Lincoln PreK-5","IEP Status","Not IEP or Gifted","142","0.912938689217759","0.338028169014085"
"2023-2024",148,"Lincoln PreK-5","Race","African American","157","0.912491446818216","0.356687898089172"
"2023-2024",148,"Lincoln PreK-5","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",148,"Lincoln PreK-5","Race","Multi-Racial","n<11","n<11","n<11"
"2023-2024",148,"Lincoln PreK-5","Race","White","n<11","n<11","n<11"
"2023-2024",148,"Lincoln PreK-5",,"Total","180","0.913939922220732","0.338888888888889"
"2023-2024",149,"Linden K-5","Economically Disadvantaged","Econ. Disadv.","90","0.920575593347038","0.244444444444444"
"2023-2024",149,"Linden K-5","Economically Disadvantaged","Not Econ. Disadv.","16","0.939236111111111","0.125"
"2023-2024",149,"Linden K-5","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",149,"Linden K-5","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",149,"Linden K-5","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",149,"Linden K-5","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",149,"Linden K-5","Gender","Female","50","0.933111111111111","0.18"
"2023-2024",149,"Linden K-5","Gender","Male","56","0.914628007651264","0.267857142857143"
"2023-2024",149,"Linden K-5","Grade","Grade 01","22","0.951633324892378","0.0909090909090909"
"2023-2024",149,"Linden K-5","Grade","Grade 02","19","0.921677911410971","0.263157894736842"
"2023-2024",149,"Linden K-5","Grade","Grade 03","16","0.916666666666667","0.25"
"2023-2024",149,"Linden K-5","Grade","Grade 04","15","0.909259259259259","0.266666666666667"
"2023-2024",149,"Linden K-5","Grade","Grade 05","21","0.921428571428571","0.238095238095238"
"2023-2024",149,"Linden K-5","Grade","Grade K","13","0.905191873589165","0.307692307692308"
"2023-2024",149,"Linden K-5","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",149,"Linden K-5","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",149,"Linden K-5","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",149,"Linden K-5","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",149,"Linden K-5","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",149,"Linden K-5","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",149,"Linden K-5","IEP Status","Not IEP or Gifted","71","0.926447326795318","0.225352112676056"
"2023-2024",149,"Linden K-5","Race","African American","84","0.916850330595071","0.261904761904762"
"2023-2024",149,"Linden K-5","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",149,"Linden K-5","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",149,"Linden K-5","Race","Multi-Racial","11","0.953030303030303","0"
"2023-2024",149,"Linden K-5","Race","White","n<11","n<11","n<11"
"2023-2024",149,"Linden K-5",,"Total","106","0.923414144615222","0.226415094339623"
"2023-2024",151,"Manchester PreK-8","Economically Disadvantaged","Econ. Disadv.","138","0.905212037117336","0.36231884057971"
"2023-2024",151,"Manchester PreK-8","Economically Disadvantaged","Not Econ. Disadv.","17","0.948659871649679","0.176470588235294"
"2023-2024",151,"Manchester PreK-8","ELL Status","Not in ELL","155","0.909688460192136","0.341935483870968"
"2023-2024",151,"Manchester PreK-8","Foster Care Status","Not In Foster Care","155","0.909688460192136","0.341935483870968"
"2023-2024",151,"Manchester PreK-8","Gender","Female","71","0.917116489639561","0.28169014084507"
"2023-2024",151,"Manchester PreK-8","Gender","Male","84","0.903690685413005","0.392857142857143"
"2023-2024",151,"Manchester PreK-8","Grade","Grade 01","24","0.931615925058548","0.166666666666667"
"2023-2024",151,"Manchester PreK-8","Grade","Grade 02","12","0.883972468043264","0.583333333333333"
"2023-2024",151,"Manchester PreK-8","Grade","Grade 03","14","0.936967632027257","0.285714285714286"
"2023-2024",151,"Manchester PreK-8","Grade","Grade 04","20","0.9008109794136","0.4"
"2023-2024",151,"Manchester PreK-8","Grade","Grade 05","20","0.897680763983629","0.45"
"2023-2024",151,"Manchester PreK-8","Grade","Grade 06","16","0.932571428571429","0.125"
"2023-2024",151,"Manchester PreK-8","Grade","Grade 07","21","0.904273029966704","0.333333333333333"
"2023-2024",151,"Manchester PreK-8","Grade","Grade 08","11","0.895750708215297","0.454545454545455"
"2023-2024",151,"Manchester PreK-8","Grade","Grade K","17","0.889989750597882","0.411764705882353"
"2023-2024",151,"Manchester PreK-8","Has 504 Plan","No","155","0.909688460192136","0.341935483870968"
"2023-2024",151,"Manchester PreK-8","Homelessness Status","Experiencing Homelessness","14","0.88531746031746","0.5"
"2023-2024",151,"Manchester PreK-8","Homelessness Status","Not Experiencing Homelessness","141","0.912336682333664","0.326241134751773"
"2023-2024",151,"Manchester PreK-8","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",151,"Manchester PreK-8","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",151,"Manchester PreK-8","IEP Status","Not IEP or Gifted","94","0.908610806981387","0.319148936170213"
"2023-2024",151,"Manchester PreK-8","Race","African American","125","0.908822390083285","0.352"
"2023-2024",151,"Manchester PreK-8","Race","American Indian","n<11","n<11","n<11"
"2023-2024",151,"Manchester PreK-8","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",151,"Manchester PreK-8","Race","Multi-Racial","19","0.909710945112049","0.315789473684211"
"2023-2024",151,"Manchester PreK-8","Race","White","n<11","n<11","n<11"
"2023-2024",151,"Manchester PreK-8",,"Total","155","0.909688460192136","0.341935483870968"
"2023-2024",153,"Mifflin PreK-8","Economically Disadvantaged","Econ. Disadv.","206","0.894494321897854","0.407766990291262"
"2023-2024",153,"Mifflin PreK-8","Economically Disadvantaged","Not Econ. Disadv.","55","0.927855096193205","0.163636363636364"
"2023-2024",153,"Mifflin PreK-8","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",153,"Mifflin PreK-8","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",153,"Mifflin PreK-8","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",153,"Mifflin PreK-8","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",153,"Mifflin PreK-8","Gender","Female","109","0.901780300942512","0.36697247706422"
"2023-2024",153,"Mifflin PreK-8","Gender","Male","152","0.902164879091305","0.348684210526316"
"2023-2024",153,"Mifflin PreK-8","Grade","Grade 01","34","0.896462912087912","0.352941176470588"
"2023-2024",153,"Mifflin PreK-8","Grade","Grade 02","35","0.910729467777589","0.342857142857143"
"2023-2024",153,"Mifflin PreK-8","Grade","Grade 03","15","0.911042944785276","0.4"
"2023-2024",153,"Mifflin PreK-8","Grade","Grade 04","28","0.907130281690141","0.321428571428571"
"2023-2024",153,"Mifflin PreK-8","Grade","Grade 05","24","0.903591226801639","0.333333333333333"
"2023-2024",153,"Mifflin PreK-8","Grade","Grade 06","22","0.895660203139428","0.409090909090909"
"2023-2024",153,"Mifflin PreK-8","Grade","Grade 07","42","0.911255106353007","0.333333333333333"
"2023-2024",153,"Mifflin PreK-8","Grade","Grade 08","27","0.889899909008189","0.37037037037037"
"2023-2024",153,"Mifflin PreK-8","Grade","Grade K","34","0.890636042402827","0.382352941176471"
"2023-2024",153,"Mifflin PreK-8","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",153,"Mifflin PreK-8","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",153,"Mifflin PreK-8","Homelessness Status","Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",153,"Mifflin PreK-8","Homelessness Status","Not Experiencing Homelessness","n<11","n<11","n<11"
"2023-2024",153,"Mifflin PreK-8","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",153,"Mifflin PreK-8","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",153,"Mifflin PreK-8","IEP Status","Not IEP or Gifted","181","0.903848069325011","0.353591160220994"
"2023-2024",153,"Mifflin PreK-8","Race","African American","102","0.881694440910826","0.441176470588235"
"2023-2024",153,"Mifflin PreK-8","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",153,"Mifflin PreK-8","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",153,"Mifflin PreK-8","Race","Multi-Racial","27","0.916509730069052","0.296296296296296"
"2023-2024",153,"Mifflin PreK-8","Race","White","127","0.913139708207236","0.299212598425197"
"2023-2024",153,"Mifflin PreK-8",,"Total","261","0.902004146510021","0.35632183908046"
"2023-2024",154,"Miller PreK-5","Economically Disadvantaged","Econ. Disadv.","194","0.866792171118829","0.515463917525773"
"2023-2024",154,"Miller PreK-5","Economically Disadvantaged","Not Econ. Disadv.","16","0.945205479452055","0.125"
"2023-2024",154,"Miller PreK-5","ELL Status","Not in ELL","210","0.872955109609116","0.485714285714286"
"2023-2024",154,"Miller PreK-5","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",154,"Miller PreK-5","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",154,"Miller PreK-5","Gender","Female","107","0.883698100132817","0.457943925233645"
"2023-2024",154,"Miller PreK-5","Gender","Male","103","0.861414392059553","0.514563106796116"
"2023-2024",154,"Miller PreK-5","Grade","Grade 01","44","0.851735913488902","0.545454545454545"
"2023-2024",154,"Miller PreK-5","Grade","Grade 02","37","0.862680340691813","0.594594594594595"
"2023-2024",154,"Miller PreK-5","Grade","Grade 03","29","0.852864013992129","0.586206896551724"
"2023-2024",154,"Miller PreK-5","Grade","Grade 04","34","0.91799709724238","0.352941176470588"
"2023-2024",154,"Miller PreK-5","Grade","Grade 05","26","0.89833147942158","0.346153846153846"
"2023-2024",154,"Miller PreK-5","Grade","Grade K","40","0.862716049382716","0.45"
"2023-2024",154,"Miller PreK-5","Has 504 Plan","No","n<11","n<11","n<11"
"2023-2024",154,"Miller PreK-5","Has 504 Plan","Yes","n<11","n<11","n<11"
"2023-2024",154,"Miller PreK-5","Homelessness Status","Experiencing Homelessness","11","0.848651623555311","0.545454545454545"
"2023-2024",154,"Miller PreK-5","Homelessness Status","Not Experiencing Homelessness","199","0.874351676154333","0.482412060301508"
"2023-2024",154,"Miller PreK-5","IEP Status","Gifted","n<11","n<11","n<11"
"2023-2024",154,"Miller PreK-5","IEP Status","IEP","n<11","n<11","n<11"
"2023-2024",154,"Miller PreK-5","IEP Status","Not IEP or Gifted","134","0.883769824946296","0.455223880597015"
"2023-2024",154,"Miller PreK-5","Race","African American","197","0.874541777272153","0.477157360406091"
"2023-2024",154,"Miller PreK-5","Race","American Indian","n<11","n<11","n<11"
"2023-2024",154,"Miller PreK-5","Race","Asian (not Pacific Islander)","n<11","n<11","n<11"
"2023-2024",154,"Miller PreK-5","Race","Hispanic","n<11","n<11","n<11"
"2023-2024",154,"Miller PreK-5","Race","Multi-Racial","n<11","n<11","n<11"
"2023-2024",154,"Miller PreK-5",,"Total","210","0.872955109609116","0.485714285714286"
"2023-2024",309,"Milliones 6-12","Economically Disadvantaged","Econ. Disadv.","344","0.807426900584795","0.636627906976744"
"2023-2024",309,"Milliones 6-12","Economically Disadvantaged","Not Econ. Disadv.","37","0.920951465641519","0.27027027027027"
"2023-2024",309,"Milliones 6-12","ELL Status","ELL","n<11","n<11","n<11"
"2023-2024",309,"Milliones 6-12","ELL Status","Not in ELL","n<11","n<11","n<11"
"2023-2024",309,"Milliones 6-12","Foster Care Status","In Foster Care","n<11","n<11","n<11"
"2023-2024",309,"Milliones 6-12","Foster Care Status","Not In Foster Care","n<11","n<11","n<11"
"2023-2024",309,"Milliones 6-12","Gender","Female","192","0.80631748139348","0.609375"
"2023-2024",309,"Milliones 6-12","Gender","Male","189","0.826211675297098","0.592592592592593"
